char	codepoint	unicode_name	gardiner	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	components	largest_hole_ratio	vertical_symmetry	horizontal_symmetry	source	status	algorithm
𓍜	U+1335C	EGYPTIAN HIEROGLYPH U037	U037	jw	13	v	开口V形	s	1	o	外包	jwvo	jw:器物、建筑和工具;视觉聚类C13→v;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.566819	1.2133	0.0982	1	0.2437	0.8848	0.8406	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍝	U+1335D	EGYPTIAN HIEROGLYPH U038	U038	jw	0	x	交叉	s	3	o	外包	jwxo	jw:器物、建筑和工具;视觉聚类C0→x;族内视觉组S3;组状态首选s;唯一键平衡→o	true	0.719275	1.0521	0.1254	1	0.0246	0.9738	0.8461	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍞	U+1335E	EGYPTIAN HIEROGLYPH U039	U039	jw	3	i	细柱	s	0	n	狭长	jwin	jw:器物、建筑和工具;视觉聚类C3→i;族内视觉组S0;组状态首选s;唯一键平衡→n	true	0.154634	0.4792	0.1128	1	0.0249	0.9203	0.8940	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍟	U+1335F	EGYPTIAN HIEROGLYPH U040	U040	jw	23	h	枝杈	s	3	n	狭长	jwhn	jw:器物、建筑和工具;视觉聚类C23→h;族内视觉组S3;组状态首选s;唯一键平衡→n	true	0.348949	0.4688	0.1403	1	0.0000	0.7713	0.8398	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍠	U+13360	EGYPTIAN HIEROGLYPH U041	U041	jw	10	t	三角尖形	s	3	o	外包	jwto	jw:器物、建筑和工具;视觉聚类C10→t;族内视觉组S3;组状态首选s;唯一键平衡→o	true	0.226005	0.5978	0.1142	1	0.2474	0.9913	0.8071	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍡	U+13361	EGYPTIAN HIEROGLYPH U042	U042	jw	3	i	细柱	s	3	v	纵向	jwiv	jw:器物、建筑和工具;视觉聚类C3→i;族内视觉组S3;组状态首选s;唯一键平衡→v	true	0.134328	0.4062	0.0916	1	0.0000	0.9973	0.9151	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍢	U+13362	EGYPTIAN HIEROGLYPH V001	V001	jx	12	k	绳结	s	1	o	外包	jxko	jx:图形、抽象与未分类;视觉聚类C12→k;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.645122	0.6842	0.1502	1	0.0000	0.8390	0.7535	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍣	U+13363	EGYPTIAN HIEROGLYPH V001A	V001a	jx	0	x	交叉	s	0	o	外包	jxxo	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S0;组状态首选s;唯一键平衡→o	true	1.414256	1.1930	0.1757	2	0.0000	0.8065	0.7121	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍤	U+13364	EGYPTIAN HIEROGLYPH V001B	V001b	jx	22	s	方框	s	3	w	宽展	jxsw	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S3;组状态首选s;唯一键平衡→w	true	0.678122	1.7193	0.1817	3	0.0000	0.8034	0.7000	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍥	U+13365	EGYPTIAN HIEROGLYPH V001C	V001c	jx	22	s	方框	s	3	w	宽展	jxsw	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S3;组状态首选s;唯一键平衡→w	true	0.482238	1.7719	0.1845	4	0.0000	0.7992	0.6953	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍦	U+13366	EGYPTIAN HIEROGLYPH V001D	V001d	jx	0	x	交叉	s	0	o	外包	jxxo	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S0;组状态首选s;唯一键平衡→o	true	1.017111	1.0208	0.1588	5	0.0000	0.8248	0.7453	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍧	U+13367	EGYPTIAN HIEROGLYPH V001E	V001e	jx	0	x	交叉	s	1	m	重复多部件	jxxm	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→m	true	1.190258	1.0208	0.1897	6	0.0000	0.7923	0.6869	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍨	U+13368	EGYPTIAN HIEROGLYPH V001F	V001f	jx	0	x	交叉	s	1	m	重复多部件	jxxm	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→m	true	0.992896	1.0521	0.1689	7	0.0000	0.8154	0.7314	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍩	U+13369	EGYPTIAN HIEROGLYPH V001G	V001g	jx	0	x	交叉	s	1	m	重复多部件	jxxm	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→m	true	1.138470	1.0521	0.1930	8	0.0000	0.7902	0.6825	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍪	U+1336A	EGYPTIAN HIEROGLYPH V001H	V001h	jx	0	x	交叉	s	0	o	外包	jxxo	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S0;组状态首选s;唯一键平衡→o	true	0.563910	1.2083	0.1745	9	0.0000	0.7710	0.6981	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍫	U+1336B	EGYPTIAN HIEROGLYPH V001I	V001i	jx	22	s	方框	s	3	w	宽展	jxsw	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S3;组状态首选s;唯一键平衡→w	true	0.384987	2.0351	0.1868	5	0.0000	0.7982	0.6948	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍬	U+1336C	EGYPTIAN HIEROGLYPH V002	V002	jx	19	a	角折	s	0	s	对称	jxas	jx:图形、抽象与未分类;视觉聚类C19→a;族内视觉组S0;组状态首选s;采用首选→s	false	0.195678	2.4634	0.1302	1	0.0000	0.9391	0.8802	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍭	U+1336D	EGYPTIAN HIEROGLYPH V002A	V002a	jx	18	p	螺旋回环	s	0	q	倾斜	jxpq	jx:图形、抽象与未分类;视觉聚类C18→p;族内视觉组S0;组状态首选s;唯一键平衡→q	true	0.645523	1.0521	0.0696	1	0.0000	0.8661	0.8657	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍮	U+1336E	EGYPTIAN HIEROGLYPH V003	V003	jx	19	a	角折	s	1	w	宽展	jxaw	jx:图形、抽象与未分类;视觉聚类C19→a;族内视觉组S1;组状态首选s;唯一键平衡→w	true	0.419875	2.4634	0.2183	1	0.0000	0.8020	0.7242	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍯	U+1336F	EGYPTIAN HIEROGLYPH V004	V004	jx	20	e	椭圆	s	1	s	对称	jxes	jx:图形、抽象与未分类;视觉聚类C20→e;族内视觉组S1;组状态首选s;采用首选→s	false	0.859596	1.0521	0.1105	1	0.0205	0.8030	0.8265	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍰	U+13370	EGYPTIAN HIEROGLYPH V005	V005	jx	12	k	绳结	c	2	c	闭合	jxkc	jx:图形、抽象与未分类;视觉聚类C12→k;族内视觉组S2;组状态首选c;采用首选→c	false	0.602133	0.6562	0.2092	1	0.1930	0.9636	0.7530	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍱	U+13371	EGYPTIAN HIEROGLYPH V006	V006	jx	10	t	三角尖形	s	3	s	对称	jxts	jx:图形、抽象与未分类;视觉聚类C10→t;族内视觉组S3;组状态首选s;采用首选→s	false	0.662982	0.6712	0.1471	1	0.1356	0.9715	0.7551	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍲	U+13372	EGYPTIAN HIEROGLYPH V007	V007	jx	12	k	绳结	s	0	s	对称	jxks	jx:图形、抽象与未分类;视觉聚类C12→k;族内视觉组S0;组状态首选s;采用首选→s	false	0.563177	0.6712	0.1459	1	0.1367	0.9827	0.7596	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍳	U+13373	EGYPTIAN HIEROGLYPH V007A	V007a	jx	12	k	绳结	s	1	o	外包	jxko	jx:图形、抽象与未分类;视觉聚类C12→k;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.350564	0.5104	0.1390	1	0.0000	0.9902	0.7526	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍴	U+13374	EGYPTIAN HIEROGLYPH V007B	V007b	jx	15	u	容器U形	s	2	s	对称	jxus	jx:图形、抽象与未分类;视觉聚类C15→u;族内视觉组S2;组状态首选s;采用首选→s	false	0.944949	0.5521	0.1500	1	0.1230	0.9744	0.7756	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍵	U+13375	EGYPTIAN HIEROGLYPH V008	V008	jx	12	k	绳结	s	0	s	对称	jxks	jx:图形、抽象与未分类;视觉聚类C12→k;族内视觉组S0;组状态首选s;采用首选→s	false	0.588020	0.6712	0.1621	2	0.1152	0.9732	0.7434	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍶	U+13376	EGYPTIAN HIEROGLYPH V009	V009	jx	9	o	圆环	s	2	o	外包	jxoo	jx:图形、抽象与未分类;视觉聚类C9→o;族内视觉组S2;组状态首选s;唯一键平衡→o	true	1.149353	1.0351	0.1707	1	0.3756	0.9833	0.8840	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍷	U+13377	EGYPTIAN HIEROGLYPH V010	V010	jx	22	s	方框	s	0	m	重复多部件	jxsm	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S0;组状态首选s;唯一键平衡→m	true	0.620644	1.7719	0.1539	1	0.5185	0.9264	0.9538	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍸	U+13378	EGYPTIAN HIEROGLYPH V011	V011	jx	15	u	容器U形	s	1	x	穿过交叠	jxux	jx:图形、抽象与未分类;视觉聚类C15→u;族内视觉组S1;组状态首选s;唯一键平衡→x	true	1.074524	0.7719	0.1750	1	0.0000	0.7073	0.9705	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍹	U+13379	EGYPTIAN HIEROGLYPH V011A	V011a	jx	10	t	三角尖形	s	1	c	闭合	jxtc	jx:图形、抽象与未分类;视觉聚类C10→t;族内视觉组S1;组状态首选s;唯一键平衡→c	true	0.527890	0.6289	0.1210	1	0.0000	0.7806	0.9770	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍺	U+1337A	EGYPTIAN HIEROGLYPH V011B	V011b	jx	14	f	人物轮廓	s	0	s	对称	jxfs	jx:图形、抽象与未分类;视觉聚类C14→f;族内视觉组S0;组状态首选s;采用首选→s	false	0.719565	0.6289	0.1617	1	0.0000	0.7282	0.9780	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍻	U+1337B	EGYPTIAN HIEROGLYPH V011C	V011c	jx	14	f	人物轮廓	s	0	s	对称	jxfs	jx:图形、抽象与未分类;视觉聚类C14→f;族内视觉组S0;组状态首选s;采用首选→s	false	0.507214	0.6289	0.1207	1	0.0000	0.7813	0.9777	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍼	U+1337C	EGYPTIAN HIEROGLYPH V012	V012	jx	22	s	方框	s	3	w	宽展	jxsw	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S3;组状态首选s;唯一键平衡→w	true	0.587139	1.5303	0.1134	1	0.0635	0.8062	0.7906	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍽	U+1337D	EGYPTIAN HIEROGLYPH V012A	V012a	jx	17	j	钩弯	s	0	q	倾斜	jxjq	jx:图形、抽象与未分类;视觉聚类C17→j;族内视觉组S0;组状态首选s;唯一键平衡→q	true	0.452805	1.5781	0.1151	1	0.1644	0.8038	0.7902	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍾	U+1337E	EGYPTIAN HIEROGLYPH V012B	V012b	jx	17	j	钩弯	s	0	q	倾斜	jxjq	jx:图形、抽象与未分类;视觉聚类C17→j;族内视觉组S0;组状态首选s;唯一键平衡→q	true	0.631040	1.4000	0.1383	1	0.0810	0.7787	0.7536	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓍿	U+1337F	EGYPTIAN HIEROGLYPH V013	V013	jx	4	n	成列成排	h	0	h	横向	jxnh	jx:图形、抽象与未分类;视觉聚类C4→n;族内视觉组S0;组状态首选h;采用首选→h	false	0.282748	2.7297	0.1969	1	0.0080	0.8646	0.9593	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎀	U+13380	EGYPTIAN HIEROGLYPH V014	V014	jx	11	w	波浪流线	s	1	w	宽展	jxww	jx:图形、抽象与未分类;视觉聚类C11→w;族内视觉组S1;组状态首选s;唯一键平衡→w	true	0.390691	2.4048	0.1695	1	0.0071	0.8741	0.7166	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎁	U+13381	EGYPTIAN HIEROGLYPH V015	V015	jx	2	y	分叉翼形	s	0	s	对称	jxys	jx:图形、抽象与未分类;视觉聚类C2→y;族内视觉组S0;组状态首选s;采用首选→s	false	1.043203	1.3836	0.1823	1	0.0042	0.8050	0.7317	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎂	U+13382	EGYPTIAN HIEROGLYPH V016	V016	jx	6	z	阶梯锯齿	s	0	s	对称	jxzs	jx:图形、抽象与未分类;视觉聚类C6→z;族内视觉组S0;组状态首选s;采用首选→s	false	0.999760	1.9804	0.3056	1	0.0107	0.9864	0.9705	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎃	U+13383	EGYPTIAN HIEROGLYPH V017	V017	jx	16	d	点状	s	1	x	穿过交叠	jxdx	jx:图形、抽象与未分类;视觉聚类C16→d;族内视觉组S1;组状态首选s;唯一键平衡→x	true	0.348763	0.5208	0.1573	1	0.0992	0.9679	0.7588	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎄	U+13384	EGYPTIAN HIEROGLYPH V018	V018	jx	18	p	螺旋回环	s	2	s	对称	jxps	jx:图形、抽象与未分类;视觉聚类C18→p;族内视觉组S2;组状态首选s;采用首选→s	false	0.341994	0.4167	0.1784	1	0.0831	0.9349	0.7057	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎅	U+13385	EGYPTIAN HIEROGLYPH V019	V019	jx	14	f	人物轮廓	s	0	s	对称	jxfs	jx:图形、抽象与未分类;视觉聚类C14→f;族内视觉组S0;组状态首选s;采用首选→s	false	0.899033	0.9412	0.1344	1	0.0797	0.9747	0.8595	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎆	U+13386	EGYPTIAN HIEROGLYPH V020	V020	jx	15	u	容器U形	s	0	o	外包	jxuo	jx:图形、抽象与未分类;视觉聚类C15→u;族内视觉组S0;组状态首选s;唯一键平衡→o	true	1.154629	0.9730	0.1261	1	0.0000	0.9670	0.8423	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎇	U+13387	EGYPTIAN HIEROGLYPH V020A	V020a	jx	23	h	枝杈	s	0	s	对称	jxhs	jx:图形、抽象与未分类;视觉聚类C23→h;族内视觉组S0;组状态首选s;采用首选→s	false	0.469204	0.5455	0.1397	2	0.0000	0.9630	0.8266	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎈	U+13388	EGYPTIAN HIEROGLYPH V020B	V020b	jx	0	x	交叉	s	1	m	重复多部件	jxxm	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S1;组状态首选s;唯一键平衡→m	true	1.067967	1.0455	0.1109	3	0.0000	0.9763	0.8046	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎉	U+13389	EGYPTIAN HIEROGLYPH V020C	V020c	jx	0	x	交叉	s	2	z	层叠错列	jxxz	jx:图形、抽象与未分类;视觉聚类C0→x;族内视觉组S2;组状态首选s;唯一键平衡→z	true	1.401252	1.0303	0.1477	4	0.0000	0.9969	0.8168	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎊	U+1338A	EGYPTIAN HIEROGLYPH V020D	V020d	jx	22	s	方框	s	0	m	重复多部件	jxsm	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S0;组状态首选s;唯一键平衡→m	true	0.490415	1.5303	0.1253	5	0.0000	0.9850	0.7861	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎋	U+1338B	EGYPTIAN HIEROGLYPH V020E	V020e	jx	22	s	方框	s	0	m	重复多部件	jxsm	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S0;组状态首选s;唯一键平衡→m	true	0.563369	1.5303	0.1485	6	0.0000	0.9892	0.8128	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎌	U+1338C	EGYPTIAN HIEROGLYPH V020F	V020f	jx	22	s	方框	s	0	m	重复多部件	jxsm	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S0;组状态首选s;唯一键平衡→m	true	0.257079	1.9697	0.1362	7	0.0000	0.9601	0.7783	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎍	U+1338D	EGYPTIAN HIEROGLYPH V020G	V020g	jx	22	s	方框	s	0	m	重复多部件	jxsm	jx:图形、抽象与未分类;视觉聚类C22→s;族内视觉组S0;组状态首选s;唯一键平衡→m	true	0.243112	1.9697	0.1522	8	0.0000	0.9538	0.8121	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎎	U+1338E	EGYPTIAN HIEROGLYPH V020H	V020h	jx	9	o	圆环	s	0	x	穿过交叠	jxox	jx:图形、抽象与未分类;视觉聚类C9→o;族内视觉组S0;组状态首选s;唯一键平衡→x	true	1.085005	1.0521	0.1550	9	0.0000	0.9992	0.7993	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎏	U+1338F	EGYPTIAN HIEROGLYPH V020I	V020i	jx	11	w	波浪流线	s	2	s	对称	jxws	jx:图形、抽象与未分类;视觉聚类C11→w;族内视觉组S2;组状态首选s;采用首选→s	false	0.502068	2.0270	0.1211	2	0.0000	0.9611	0.8486	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎐	U+13390	EGYPTIAN HIEROGLYPH V020J	V020j	jx	4	n	成列成排	h	1	s	对称	jxns	jx:图形、抽象与未分类;视觉聚类C4→n;族内视觉组S1;组状态首选h;唯一键平衡→s	true	0.267885	2.7297	0.1349	3	0.0000	0.9909	0.8282	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎑	U+13391	EGYPTIAN HIEROGLYPH V020K	V020k	jx	1	l	线条	h	3	w	宽展	jxlw	jx:图形、抽象与未分类;视觉聚类C1→l;族内视觉组S3;组状态首选h;唯一键平衡→w	true	0.121762	3.5135	0.1376	4	0.0000	0.9576	0.8287	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎒	U+13392	EGYPTIAN HIEROGLYPH V020L	V020l	jx	1	l	线条	s	0	s	对称	jxls	jx:图形、抽象与未分类;视觉聚类C1→l;族内视觉组S0;组状态首选s;采用首选→s	false	0.104112	3.5135	0.1576	5	0.0000	0.9451	0.8079	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎓	U+13393	EGYPTIAN HIEROGLYPH V021	V021	jx	18	p	螺旋回环	s	1	o	外包	jxpo	jx:图形、抽象与未分类;视觉聚类C18→p;族内视觉组S1;组状态首选s;唯一键平衡→o	true	0.665891	1.0521	0.1217	1	0.0604	0.8014	0.8449	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎔	U+13394	EGYPTIAN HIEROGLYPH V022	V022	jx	17	j	钩弯	s	1	s	对称	jxjs	jx:图形、抽象与未分类;视觉聚类C17→j;族内视觉组S1;组状态首选s;采用首选→s	false	0.331359	1.5303	0.0833	1	0.0555	0.8884	0.8467	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎕	U+13395	EGYPTIAN HIEROGLYPH V023	V023	jx	17	j	钩弯	s	0	q	倾斜	jxjq	jx:图形、抽象与未分类;视觉聚类C17→j;族内视觉组S0;组状态首选s;唯一键平衡→q	true	0.289771	1.5303	0.0807	1	0.0849	0.8710	0.8470	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎖	U+13396	EGYPTIAN HIEROGLYPH V023A	V023a	jx	17	j	钩弯	s	0	q	倾斜	jxjq	jx:图形、抽象与未分类;视觉聚类C17→j;族内视觉组S0;组状态首选s;唯一键平衡→q	true	0.337403	2.0667	0.1097	1	0.0614	0.8695	0.7849	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎗	U+13397	EGYPTIAN HIEROGLYPH V024	V024	jx	3	i	细柱	s	1	v	纵向	jxiv	jx:图形、抽象与未分类;视觉聚类C3→i;族内视觉组S1;组状态首选s;唯一键平衡→v	true	0.138336	0.3229	0.1102	1	0.0914	0.9758	0.8804	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎘	U+13398	EGYPTIAN HIEROGLYPH V025	V025	jx	24	c	曲弧	s	0	s	对称	jxcs	jx:图形、抽象与未分类;视觉聚类C24→c;族内视觉组S0;组状态首选s;采用首选→s	false	0.160378	0.3958	0.1042	1	0.0757	0.8158	0.8443	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎙	U+13399	EGYPTIAN HIEROGLYPH V026	V026	jx	1	l	线条	h	2	h	横向	jxlh	jx:图形、抽象与未分类;视觉聚类C1→l;族内视觉组S2;组状态首选h;采用首选→h	false	0.185924	3.7407	0.1768	1	0.2472	0.9927	0.8856	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎚	U+1339A	EGYPTIAN HIEROGLYPH V027	V027	jx	19	a	角折	s	0	s	对称	jxas	jx:图形、抽象与未分类;视觉聚类C19→a;族内视觉组S0;组状态首选s;采用首选→s	false	0.174042	4.5909	0.1733	1	0.0000	1.0000	0.9217	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎛	U+1339B	EGYPTIAN HIEROGLYPH V028	V028	jx	24	c	曲弧	s	0	s	对称	jxcs	jx:图形、抽象与未分类;视觉聚类C24→c;族内视觉组S0;组状态首选s;采用首选→s	false	0.308216	0.4271	0.1636	1	0.0236	0.9619	0.9177	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎜	U+1339C	EGYPTIAN HIEROGLYPH V028A	V028a	jx	11	w	波浪流线	s	1	w	宽展	jxww	jx:图形、抽象与未分类;视觉聚类C11→w;族内视觉组S1;组状态首选s;唯一键平衡→w	true	0.704633	1.0521	0.1211	1	0.0179	0.9577	0.8754	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
𓎝	U+1339D	EGYPTIAN HIEROGLYPH V029	V029	jx	24	c	曲弧	s	0	s	对称	jxcs	jx:图形、抽象与未分类;视觉聚类C24→c;族内视觉组S0;组状态首选s;采用首选→s	false	0.310458	0.5729	0.1288	1	0.0655	0.9780	0.8083	30_项目/个人Unicode音型输入法/数据/𓆟Egyptian Hieroglyph字块.md	machine-initial-v3	visual-balanced-4prefix-v3
